time,GRDC_1160815,US_09447000
2006-02-02,19.390,0.671
2006-02-03,14.063,0.665
2006-02-04,22.900,0.654
2006-02-05,14.305,0.668
2006-02-06,10.266,0.668
2006-02-07,8.472,0.648
2006-02-08,7.571,0.646
2006-02-09,11.543,0.657
2006-02-10,36.592,0.651
2006-02-11,20.475,0.614
2006-02-12,13.271,0.597
2006-02-13,10.200,0.592
2006-02-14,17.956,0.586
2006-02-15,14.710,0.589
2006-02-16,14.410,0.597
2006-02-17,11.957,0.640
2006-02-18,9.778,0.663
2006-02-19,8.578,0.648
2006-02-20,7.777,0.631
2006-02-21,7.790,0.629
2006-02-22,16.728,0.629
2006-02-23,11.556,0.629
2006-02-24,9.014,0.640
2006-02-25,8.440,0.629
2006-02-26,29.114,0.620
2006-02-27,31.800,0.614
2006-02-28,29.905,0.614
2006-03-01,17.265,0.626
2006-03-02,19.199,0.646
2006-03-03,92.144,0.634
2006-03-04,31.514,0.626
2006-03-05,17.408,0.612
2006-03-06,13.635,0.609
2006-03-07,11.114,0.612
2006-03-08,9.340,0.620
2006-03-09,8.002,0.623
2006-03-10,7.088,0.631
2006-03-11,7.741,0.736
2006-03-12,6.758,0.818
2006-03-13,6.176,0.680
2006-03-14,6.102,0.600
2006-03-15,5.458,0.552
2006-03-16,5.143,0.513
2006-03-17,53.942,0.549
2006-03-18,37.125,0.612
2006-03-19,19.567,0.640
2006-03-20,15.748,0.663
2006-03-21,82.496,0.663
2006-03-22,57.961,0.651
2006-03-23,32.496,0.660
2006-03-24,22.662,0.654
2006-03-25,17.760,0.657
2006-03-26,14.680,0.657
2006-03-27,13.278,0.660
2006-03-28,16.795,0.682
2006-03-29,14.389,0.708
2006-03-30,11.289,0.685
2006-03-31,9.273,0.668
2006-04-01,8.049,0.663
2006-04-02,7.255,0.663
2006-04-03,6.776,0.648
2006-04-04,6.754,0.629
2006-04-05,6.840,0.663
2006-04-06,6.351,0.699
2006-04-07,5.693,0.674
2006-04-08,5.034,0.660
2006-04-09,4.570,0.654
2006-04-10,4.245,0.663
2006-04-11,3.542,0.674
2006-04-12,3.313,0.660
2006-04-13,2.835,0.651
2006-04-14,2.563,0.648
2006-04-15,2.044,0.646
2006-04-16,1.552,0.643
2006-04-17,1.182,0.634
2006-04-18,7.869,0.629
2006-04-19,8.458,0.620
2006-04-20,5.664,0.603
2006-04-21,4.609,0.600
2006-04-22,4.065,0.606
2006-04-23,4.195,0.586
2006-04-24,12.145,0.583
2006-04-25,6.854,0.586
2006-04-26,4.965,0.580
2006-04-27,4.324,0.569
2006-04-28,3.967,0.583
2006-04-29,3.717,0.634
2006-04-30,3.501,0.612
2006-05-01,3.492,0.583
2006-05-02,4.313,0.564
2006-05-03,3.935,0.549
2006-05-04,3.538,0.544
2006-05-05,3.289,0.544
2006-05-06,3.144,0.561
2006-05-07,2.936,0.564
2006-05-08,2.750,0.547
2006-05-09,2.704,0.518
2006-05-10,2.677,0.530
2006-05-11,2.625,0.532
2006-05-12,2.550,0.524
2006-05-13,2.548,0.518
2006-05-14,2.452,0.521
2006-05-15,2.391,0.518
2006-05-16,2.358,0.541
2006-05-17,2.321,0.589
2006-05-18,2.327,0.575
2006-05-19,2.276,0.569
2006-05-20,2.138,0.547
2006-05-21,2.056,0.521
2006-05-22,1.994,0.504
2006-05-23,1.975,0.501
2006-05-24,2.029,0.513
2006-05-25,4.395,0.507
2006-05-26,3.153,0.496
2006-05-27,2.391,0.498
2006-05-28,2.079,0.532
2006-05-29,2.011,0.592
2006-05-30,1.912,0.569
2006-05-31,1.197,0.552
2006-06-01,1.017,0.547
2006-06-02,0.966,0.643
2006-06-03,0.924,0.685
2006-06-04,0.898,0.711
2006-06-05,0.896,0.714
2006-06-06,0.828,0.722
2006-06-07,0.806,0.731
2006-06-08,0.790,0.770
2006-06-09,0.791,0.765
2006-06-10,0.797,0.748
2006-06-11,0.801,0.697
2006-06-12,0.770,0.671
2006-06-13,0.729,0.657
2006-06-14,0.702,0.643
2006-06-15,0.647,0.697
2006-06-16,0.616,0.753
2006-06-17,0.621,0.759
2006-06-18,0.636,0.736
2006-06-19,0.643,0.736
2006-06-20,0.632,0.722
2006-06-21,0.618,0.728
2006-06-22,0.598,0.745
2006-06-23,0.588,0.799
2006-06-24,0.578,0.784
2006-06-25,0.562,0.844
2006-06-26,0.551,0.875
2006-06-27,0.546,0.943
2006-06-28,0.535,0.886
2006-06-29,0.527,0.847
2006-06-30,0.502,0.878
2006-07-01,0.508,0.844
2006-07-02,0.536,0.940
2006-07-03,0.541,0.892
2006-07-04,0.523,1.008
2006-07-05,0.504,0.971
2006-07-06,0.499,0.807
2006-07-07,0.482,1.152
2006-07-08,0.464,1.294
2006-07-09,0.464,0.833
2006-07-10,0.441,0.682
2006-07-11,0.430,0.626
2006-07-12,0.428,0.631
2006-07-13,0.426,0.731
2006-07-14,0.426,0.818
2006-07-15,0.429,0.759
2006-07-16,0.455,0.770
2006-07-17,0.462,0.801
2006-07-18,0.449,0.790
2006-07-19,0.452,0.855
2006-07-20,0.451,0.844
2006-07-21,0.420,0.801
2006-07-22,0.418,0.776
2006-07-23,0.415,0.773
2006-07-24,0.383,0.804
2006-07-25,0.344,0.784
2006-07-26,0.334,0.767
2006-07-27,0.310,0.872
2006-07-28,0.306,1.218
2006-07-29,0.315,1.580
2006-07-30,0.313,4.248
2006-07-31,0.292,2.305
2006-08-01,0.298,2.101
2006-08-02,0.334,3.738
2006-08-03,0.453,2.214
2006-08-04,0.466,3.936
2006-08-05,0.384,18.746
2006-08-06,0.315,11.468
2006-08-07,0.283,5.380
2006-08-08,0.276,3.341
2006-08-09,0.271,8.835
2006-08-10,0.270,9.599
2006-08-11,0.273,8.693
2006-08-12,0.256,7.759
2006-08-13,0.285,6.909
2006-08-14,0.290,14.810
2006-08-15,0.307,10.137
2006-08-16,1.924,5.635
2006-08-17,2.045,3.256
2006-08-18,0.975,13.592
2006-08-19,0.659,6.485
2006-08-20,0.541,22.229
2006-08-21,0.487,4.955
2006-08-22,0.461,7.561
2006-08-23,0.441,5.465
2006-08-24,0.436,12.912
2006-08-25,0.549,11.015
2006-08-26,0.925,3.766
2006-08-27,0.776,2.483
2006-08-28,0.623,2.025
2006-08-29,0.592,1.832
2006-08-30,0.525,1.764
2006-08-31,0.424,1.515
2006-09-01,0.355,2.339
2006-09-02,0.388,1.540
2006-09-03,0.400,1.869
2006-09-04,0.370,2.475
2006-09-05,0.364,2.067
2006-09-06,0.350,1.724
2006-09-07,0.346,1.427
2006-09-08,0.326,1.102
2006-09-09,0.307,0.983
2006-09-10,0.303,0.900
2006-09-11,0.306,0.767
2006-09-12,0.277,0.697
2006-09-13,0.273,0.708
2006-09-14,0.263,1.464
2006-09-15,0.249,1.186
2006-09-16,0.242,0.816
2006-09-17,0.248,0.682
2006-09-18,0.276,0.612
2006-09-19,0.330,0.575
2006-09-20,0.317,0.564
2006-09-21,0.277,0.592
2006-09-22,0.251,0.617
2006-09-23,0.247,0.603
2006-09-24,0.251,0.592
2006-09-25,0.252,0.578
2006-09-26,0.245,0.583
2006-09-27,0.250,0.580
2006-09-28,0.261,0.583
2006-09-29,0.281,0.575
2006-09-30,0.288,0.558
2006-10-01,0.287,0.527
2006-10-02,0.289,0.518
2006-10-03,0.410,0.518
2006-10-04,0.775,0.515
2006-10-05,0.701,0.515
2006-10-06,0.566,0.566
2006-10-07,0.399,0.631
2006-10-08,0.327,0.620
2006-10-09,0.288,0.830
2006-10-10,0.255,1.393
2006-10-11,0.243,1.042
2006-10-12,0.334,0.830
2006-10-13,0.343,0.714
2006-10-14,0.365,0.694
2006-10-15,0.374,0.716
2006-10-16,0.500,0.711
2006-10-17,0.297,0.685
2006-10-18,0.252,0.663
2006-10-19,0.292,0.657
2006-10-20,0.515,0.654
2006-10-21,0.618,0.648
2006-10-22,0.515,0.637
2006-10-23,0.371,0.637
2006-10-24,0.305,0.648
2006-10-25,0.244,0.668
2006-10-26,0.222,0.646
2006-10-27,0.263,0.634
2006-10-28,0.260,0.646
2006-10-29,0.217,0.663
2006-10-30,0.226,0.680
2006-10-31,0.242,0.674
2006-11-01,0.213,0.671
2006-11-02,0.232,0.674
2006-11-03,0.267,0.699
2006-11-04,0.209,0.682
2006-11-05,0.156,0.651
2006-11-06,0.132,0.637
2006-11-07,0.134,0.629
2006-11-08,0.127,0.620
2006-11-09,0.105,0.609
2006-11-10,0.114,0.612
2006-11-11,0.119,0.614
2006-11-12,0.107,0.620
2006-11-13,0.303,0.626
2006-11-14,0.474,0.623
2006-11-15,0.415,0.592
2006-11-16,0.318,0.566
2006-11-17,0.248,0.564
2006-11-18,0.727,0.564
2006-11-19,1.155,0.558
2006-11-20,0.799,0.552
2006-11-21,0.744,0.564
2006-11-22,1.941,0.564
2006-11-23,1.765,0.561
2006-11-24,1.337,0.564
2006-11-25,0.671,0.564
2006-11-26,0.483,0.566
2006-11-27,0.397,0.572
2006-11-28,0.536,0.575
2006-11-29,0.438,0.580
2006-11-30,0.382,0.595
2006-12-01,0.448,0.612
2006-12-02,1.563,0.606
2006-12-03,1.294,0.609
2006-12-04,0.656,0.612
2006-12-05,0.398,0.606
2006-12-06,0.254,0.575
2006-12-07,0.219,0.541
2006-12-08,0.183,0.544
2006-12-09,0.645,0.555
2006-12-10,3.220,0.561
2006-12-11,2.226,0.558
2006-12-12,1.362,0.549
2006-12-13,0.868,0.547
2006-12-14,0.622,0.547
2006-12-15,0.543,0.549
2006-12-16,6.080,0.555
2006-12-17,6.197,0.555
2006-12-18,3.097,0.555
2006-12-19,1.706,0.555
2006-12-20,2.960,0.552
2006-12-21,3.472,0.549
2006-12-22,16.694,0.555
2006-12-23,30.523,0.544
2006-12-24,21.653,0.544
2006-12-25,19.464,0.544
2006-12-26,6.817,0.541
2006-12-27,5.185,0.544
2006-12-28,4.176,0.583
2006-12-29,5.206,0.580
2006-12-30,3.696,0.572
2006-12-31,3.188,0.561
2007-01-01,2.828,0.569
2007-01-02,2.789,0.586
2007-01-03,2.565,0.617
2007-01-04,2.265,0.660
2007-01-05,2.117,0.688
2007-01-06,1.928,0.708
2007-01-07,1.863,0.705
2007-01-08,1.906,0.688
2007-01-09,2.009,0.691
2007-01-10,1.986,0.694
2007-01-11,1.731,0.719
2007-01-12,0.811,0.719
2007-01-13,0.608,0.728
2007-01-14,0.669,0.725
2007-01-15,0.829,0.725
2007-01-16,0.716,0.708
2007-01-17,1.079,0.694
2007-01-18,1.281,0.711
2007-01-19,1.072,0.841
2007-01-20,1.231,0.915
2007-01-21,0.782,0.838
2007-01-22,0.580,0.895
2007-01-23,0.490,0.813
2007-01-24,0.446,0.719
2007-01-25,0.414,0.663
2007-01-26,0.366,0.631
2007-01-27,0.795,0.603
2007-01-28,25.405,0.589
2007-01-29,3.745,0.580
2007-01-30,12.651,0.580
2007-01-31,53.349,0.620
2007-02-01,9.902,0.637
2007-02-02,28.310,0.643
2007-02-03,12.450,0.614
2007-02-04,6.349,0.597
2007-02-05,4.717,0.589
2007-02-06,5.872,0.580
2007-02-07,4.667,0.580
2007-02-08,16.157,0.578
2007-02-09,7.011,0.586
2007-02-10,4.509,0.643
2007-02-11,3.698,0.668
2007-02-12,3.188,0.866
2007-02-13,2.872,2.605
2007-02-14,2.499,2.330
2007-02-15,1.602,2.030
2007-02-16,1.408,1.807
2007-02-17,1.240,1.464
2007-02-18,1.122,1.133
2007-02-19,1.057,1.022
2007-02-20,0.918,0.994
2007-02-21,0.761,0.934
2007-02-22,0.705,1.022
2007-02-23,0.647,0.994
2007-02-24,0.613,1.011
2007-02-25,0.594,1.017
2007-02-26,0.577,1.019
2007-02-27,0.570,0.971
2007-02-28,0.518,0.886
2007-03-01,0.496,0.852
2007-03-02,0.674,0.816
2007-03-03,0.779,0.765
2007-03-04,0.834,0.739
2007-03-05,2.590,0.745
2007-03-06,1.631,0.801
2007-03-07,0.875,0.796
2007-03-08,0.640,0.779
2007-03-09,0.539,0.756
2007-03-10,0.534,0.759
2007-03-11,0.499,0.776
2007-03-12,0.464,0.782
2007-03-13,0.424,0.799
2007-03-14,0.408,0.810
2007-03-15,0.384,0.818
2007-03-16,0.348,0.816
2007-03-17,0.315,0.816
2007-03-18,0.255,0.804
2007-03-19,0.253,0.784
2007-03-20,0.240,0.779
2007-03-21,0.234,0.796
2007-03-22,0.241,0.966
2007-03-23,0.225,1.073
2007-03-24,0.210,1.410
2007-03-25,0.193,2.010
2007-03-26,0.151,1.894
2007-03-27,0.174,1.784
2007-03-28,0.194,1.586
2007-03-29,0.196,1.291
2007-03-30,0.266,1.150
2007-03-31,0.418,1.070
2007-04-01,0.371,1.002
2007-04-02,0.310,0.932
2007-04-03,0.293,0.869
2007-04-04,0.219,0.889
2007-04-05,0.172,1.014
2007-04-06,0.158,1.014
2007-04-07,0.184,0.997
2007-04-08,0.411,0.994
2007-04-09,0.434,0.985
2007-04-10,0.362,0.954
2007-04-11,0.265,0.937
2007-04-12,0.217,0.934
2007-04-13,0.168,1.025
2007-04-14,0.172,1.048
2007-04-15,0.196,0.968
2007-04-16,0.226,0.932
2007-04-17,0.198,0.923
2007-04-18,0.155,0.909
2007-04-19,0.145,0.881
2007-04-20,0.147,0.850
2007-04-21,0.144,0.850
2007-04-22,0.128,0.869
2007-04-23,0.110,0.855
2007-04-24,0.100,0.852
2007-04-25,0.087,0.844
2007-04-26,0.080,0.821
2007-04-27,0.077,0.847
2007-04-28,0.064,0.889
2007-04-29,0.055,0.889
2007-04-30,0.055,0.895
2007-05-01,0.057,0.872
2007-05-02,0.062,0.827
2007-05-03,0.060,0.872
2007-05-04,0.061,0.949
2007-05-05,0.057,0.946
2007-05-06,0.048,0.946
2007-05-07,0.045,0.937
2007-05-08,0.040,0.912
2007-05-09,0.037,0.977
2007-05-10,0.032,0.889
2007-05-11,0.028,0.852
2007-05-12,0.031,0.833
2007-05-13,0.033,0.813
2007-05-14,0.031,0.799
2007-05-15,0.026,0.784
2007-05-16,0.035,0.793
2007-05-17,0.041,0.878
2007-05-18,0.041,0.946
2007-05-19,0.037,0.816
2007-05-20,0.029,0.765
2007-05-21,0.019,0.739
2007-05-22,0.020,0.722
2007-05-23,0.020,0.767
2007-05-24,0.017,0.799
2007-05-25,0.018,0.799
2007-05-26,0.019,0.801
2007-05-27,0.026,0.796
2007-05-28,0.029,0.796
2007-05-29,0.023,0.767
2007-05-30,0.028,0.750
2007-05-31,0.035,0.711
2007-06-01,0.036,0.731
2007-06-02,0.031,0.742
2007-06-03,0.028,0.787
2007-06-04,0.034,0.787
2007-06-05,0.037,0.793
2007-06-06,0.038,0.779
2007-06-07,0.042,0.784
2007-06-08,0.047,0.796
2007-06-09,0.052,0.821
2007-06-10,0.057,0.810
2007-06-11,0.051,0.906
2007-06-12,0.047,1.025
2007-06-13,0.047,0.929
2007-06-14,0.048,0.861
2007-06-15,0.045,0.838
2007-06-16,0.039,0.776
2007-06-17,0.033,0.665
2007-06-18,0.029,0.671
2007-06-19,0.029,0.665
2007-06-20,0.027,0.691
2007-06-21,0.026,0.733
2007-06-22,0.030,0.733
2007-06-23,0.026,0.716
2007-06-24,0.025,0.722
2007-06-25,0.026,0.711
2007-06-26,0.027,0.708
2007-06-27,0.045,0.708
2007-06-28,0.071,0.736
2007-06-29,0.075,0.733
2007-06-30,0.114,0.762
2007-07-01,0.096,0.748
2007-07-02,0.085,0.750
2007-07-03,0.084,0.750
2007-07-04,0.078,0.762
2007-07-05,0.072,0.804
2007-07-06,0.065,0.841
2007-07-07,0.048,0.920
2007-07-08,0.042,0.926
2007-07-09,0.036,0.824
2007-07-10,0.027,0.790
2007-07-11,0.022,0.762
2007-07-12,0.027,0.759
2007-07-13,0.030,0.759
2007-07-14,0.029,0.838
2007-07-15,0.025,0.742
2007-07-16,0.025,0.714
2007-07-17,0.028,0.705
2007-07-18,0.031,0.643
2007-07-19,0.029,0.657
2007-07-20,0.034,0.691
2007-07-21,0.032,0.733
2007-07-22,0.030,0.790
2007-07-23,0.023,1.526
2007-07-24,0.019,1.203
2007-07-25,0.019,0.680
2007-07-26,0.024,1.345
2007-07-27,0.014,1.603
2007-07-28,0.018,3.398
2007-07-29,0.019,1.894
2007-07-30,0.016,1.164
2007-07-31,0.014,1.172
2007-08-01,0.011,1.903
2007-08-02,0.010,2.387
2007-08-03,0.009,7.192
2007-08-04,0.009,3.426
2007-08-05,0.008,11.808
2007-08-06,0.008,4.332
2007-08-07,0.007,8.608
2007-08-08,0.007,3.143
2007-08-09,0.008,2.005
2007-08-10,0.008,1.739
2007-08-11,0.006,1.892
2007-08-12,0.067,1.498
2007-08-13,0.218,0.917
2007-08-14,0.105,0.861
2007-08-15,0.062,0.736
2007-08-16,0.037,0.779
2007-08-17,0.036,0.943
2007-08-18,0.040,0.895
2007-08-19,0.043,0.790
2007-08-20,0.043,0.762
2007-08-21,0.051,0.796
2007-08-22,0.049,0.821
2007-08-23,0.033,0.858
2007-08-24,0.025,0.858
2007-08-25,0.035,1.014
2007-08-26,0.046,1.138
2007-08-27,0.044,1.291
2007-08-28,0.048,1.237
2007-08-29,0.036,1.085
2007-08-30,0.035,1.212
2007-08-31,0.030,1.085
2007-09-01,0.019,1.070
2007-09-02,0.016,1.158
2007-09-03,0.014,1.263
2007-09-04,0.011,1.243
2007-09-05,0.008,1.232
2007-09-06,0.008,1.144
2007-09-07,0.007,1.082
2007-09-08,0.006,1.065
2007-09-09,0.005,0.943
2007-09-10,0.004,0.971
2007-09-11,0.006,1.025
2007-09-12,0.005,1.161
2007-09-13,0.003,1.051
2007-09-14,0.003,0.949
2007-09-15,0.003,0.671
2007-09-16,0.003,0.648
2007-09-17,0.006,0.697
2007-09-18,0.007,0.739
2007-09-19,0.007,0.756
2007-09-20,0.006,0.821
2007-09-21,0.008,0.716
2007-09-22,0.028,0.702
2007-09-23,0.035,0.861
2007-09-24,0.032,0.878
2007-09-25,0.040,0.855
2007-09-26,0.049,0.708
2007-09-27,0.060,0.544
2007-09-28,0.080,0.507
2007-09-29,0.072,0.490
2007-09-30,0.079,0.490
2007-10-01,0.265,0.538
2007-10-02,1.861,0.595
2007-10-03,0.918,0.660
2007-10-04,0.357,0.586
2007-10-05,0.550,0.623
2007-10-06,6.758,0.620
2007-10-07,4.982,0.614
2007-10-08,2.075,0.612
2007-10-09,19.043,0.603
2007-10-10,13.294,0.620
2007-10-11,4.978,0.629
2007-10-12,3.068,0.620
2007-10-13,2.134,0.620
2007-10-14,2.109,0.643
2007-10-15,1.089,0.654
2007-10-16,0.828,0.654
2007-10-17,0.747,0.657
2007-10-18,2.790,0.654
2007-10-19,3.566,0.654
2007-10-20,2.923,0.654
2007-10-21,2.085,0.643
2007-10-22,1.486,0.646
2007-10-23,1.163,0.674
2007-10-24,0.978,0.688
2007-10-25,0.757,0.680
2007-10-26,0.700,0.646
2007-10-27,0.690,0.674
2007-10-28,0.626,0.677
2007-10-29,0.510,0.674
2007-10-30,0.434,0.680
2007-10-31,0.386,0.691
2007-11-01,0.413,0.694
2007-11-02,1.307,0.699
2007-11-03,0.999,0.694
2007-11-04,0.565,0.705
2007-11-05,0.449,0.702
2007-11-06,17.848,0.699
2007-11-07,29.705,0.705
2007-11-08,10.910,0.739
2007-11-09,7.744,0.705
2007-11-10,5.927,0.722
2007-11-11,4.539,0.736
2007-11-12,3.631,0.739
2007-11-13,2.940,0.745
2007-11-14,2.409,0.742
2007-11-15,2.089,0.739
2007-11-16,1.929,0.725
2007-11-17,1.928,0.750
2007-11-18,1.843,0.750
2007-11-19,1.757,0.750
2007-11-20,1.624,0.748
2007-11-21,1.539,0.733
2007-11-22,12.280,0.728
2007-11-23,12.260,0.728
2007-11-24,5.794,0.736
2007-11-25,7.032,0.736
2007-11-26,4.517,0.748
2007-11-27,3.638,0.748
2007-11-28,3.272,0.742
2007-11-29,3.098,0.745
2007-11-30,3.283,0.864
2007-12-01,4.398,1.957
2007-12-02,3.767,1.351
2007-12-03,3.313,1.240
2007-12-04,3.205,1.195
2007-12-05,3.741,0.977
2007-12-06,3.445,0.759
2007-12-07,7.049,0.694
2007-12-08,8.752,0.793
2007-12-09,9.182,2.945
2007-12-10,6.030,2.973
2007-12-11,4.751,2.639
2007-12-12,12.757,2.755
2007-12-13,8.507,2.676
2007-12-14,5.179,2.260
2007-12-15,4.679,1.960
2007-12-16,4.128,1.716
2007-12-17,7.085,1.271
2007-12-18,7.593,1.110
2007-12-19,5.457,0.977
2007-12-20,4.202,0.898
2007-12-21,3.821,0.858
2007-12-22,3.537,0.861
2007-12-23,3.346,0.852
2007-12-24,3.224,0.807
2007-12-25,3.661,0.787
2007-12-26,3.683,0.776
2007-12-27,3.252,0.767
2007-12-28,3.264,0.753
2007-12-29,3.016,0.748
2007-12-30,2.159,0.779
2007-12-31,1.192,0.776
2008-01-01,1.022,0.767
2008-01-02,0.936,0.759
2008-01-03,1.327,0.765
2008-01-04,2.442,0.804
2008-01-05,5.484,0.883
2008-01-06,17.319,0.943
2008-01-07,5.873,34.830
2008-01-08,2.901,60.881
2008-01-09,2.224,13.649
2008-01-10,2.126,7.306
2008-01-11,1.941,5.409
2008-01-12,1.724,4.304
2008-01-13,1.541,3.568
2008-01-14,1.549,3.002
2008-01-15,37.689,2.687
2008-01-16,15.543,2.466
2008-01-17,38.088,2.274
2008-01-18,16.377,2.305
2008-01-19,9.967,2.002
2008-01-20,7.971,1.960
2008-01-21,13.060,2.192
2008-01-22,9.747,1.909
2008-01-23,6.495,1.977
2008-01-24,5.570,1.826
2008-01-25,5.681,1.826
2008-01-26,4.774,1.775
2008-01-27,4.110,1.795
2008-01-28,5.266,161.689
2008-01-29,28.995,56.917
2008-01-30,9.817,25.174
2008-01-31,6.455,13.875
2008-02-01,5.018,8.410
2008-02-02,4.174,5.692
2008-02-03,3.668,4.361
2008-02-04,3.381,3.738
2008-02-05,3.341,9.514
2008-02-06,16.389,6.031
2008-02-07,7.090,3.908
2008-02-08,4.132,3.285
2008-02-09,6.630,3.087
2008-02-10,4.589,2.888
2008-02-11,3.773,2.832
2008-02-12,3.478,2.888
2008-02-13,47.292,2.973
2008-02-14,25.056,2.973
2008-02-15,13.154,3.058
2008-02-16,11.266,4.106
2008-02-17,9.421,6.371
2008-02-18,7.225,9.005
2008-02-19,5.796,6.824
2008-02-20,6.478,5.692
2008-02-21,5.677,5.267
2008-02-22,4.516,5.239
2008-02-23,4.032,4.729
2008-02-24,3.858,5.947
2008-02-25,3.680,4.870
2008-02-26,3.993,4.332
2008-02-27,6.787,3.879
2008-02-28,4.510,3.483
2008-02-29,3.551,3.285
2008-03-01,3.251,3.200
2008-03-02,3.087,3.341
2008-03-03,2.926,3.341
2008-03-04,2.825,3.002
2008-03-05,1.795,2.662
2008-03-06,0.778,2.452
2008-03-07,0.670,2.280
2008-03-08,0.631,2.146
2008-03-09,0.630,2.095
2008-03-10,0.592,2.039
2008-03-11,0.539,1.968
2008-03-12,0.509,1.914
2008-03-13,16.179,1.889
2008-03-14,5.918,1.875
2008-03-15,3.545,1.877
2008-03-16,10.214,1.886
2008-03-17,6.430,1.877
2008-03-18,5.624,1.849
2008-03-19,5.485,1.790
2008-03-20,3.506,1.730
2008-03-21,2.650,1.651
2008-03-22,2.289,1.555
2008-03-23,2.074,1.436
2008-03-24,1.834,1.371
2008-03-25,1.634,1.337
2008-03-26,1.635,1.314
2008-03-27,52.880,1.311
2008-03-28,13.688,1.314
2008-03-29,10.650,1.305
2008-03-30,7.468,1.277
2008-03-31,41.696,1.252
2008-04-01,27.930,1.260
2008-04-02,15.714,1.291
2008-04-03,13.255,1.297
2008-04-04,9.191,1.271
2008-04-05,7.127,1.263
2008-04-06,9.001,1.257
2008-04-07,6.478,1.252
2008-04-08,5.139,1.240
2008-04-09,4.634,1.243
2008-04-10,4.326,1.235
2008-04-11,4.105,1.218
2008-04-12,4.004,1.203
2008-04-13,18.759,1.192
2008-04-14,49.897,1.184
2008-04-15,17.215,1.169
2008-04-16,9.866,1.155
2008-04-17,7.568,1.141
2008-04-18,6.469,1.133
2008-04-19,5.726,1.130
2008-04-20,5.228,1.116
2008-04-21,27.173,1.102
2008-04-22,19.002,1.087
2008-04-23,10.447,1.082
2008-04-24,8.080,1.070
2008-04-25,6.961,1.056
2008-04-26,6.198,1.034
2008-04-27,5.596,1.028
2008-04-28,5.296,1.019
2008-04-29,7.159,1.019
2008-04-30,6.556,1.014
2008-05-01,5.516,0.994
2008-05-02,5.053,0.991
2008-05-03,4.822,0.991
2008-05-04,4.768,0.983
2008-05-05,4.958,0.971
2008-05-06,4.758,0.957
2008-05-07,4.373,0.963
2008-05-08,4.153,0.954
2008-05-09,3.382,0.940
2008-05-10,2.136,0.920
2008-05-11,1.936,0.892
2008-05-12,1.778,0.875
2008-05-13,1.602,0.898
2008-05-14,1.536,0.932
2008-05-15,1.515,0.858
2008-05-16,1.513,0.838
2008-05-17,1.449,0.813
2008-05-18,1.377,0.793
2008-05-19,1.358,0.784
2008-05-20,1.327,0.796
2008-05-21,1.275,0.864
2008-05-22,1.197,0.892
2008-05-23,1.127,1.042
2008-05-24,1.074,1.155
2008-05-25,1.040,1.039
2008-05-26,1.097,0.985
2008-05-27,1.225,0.951
2008-05-28,1.264,0.909
2008-05-29,1.127,0.861
2008-05-30,0.992,0.847
2008-05-31,0.956,0.847
2008-06-01,0.919,0.816
2008-06-02,0.874,0.787
2008-06-03,0.877,0.767
2008-06-04,0.974,0.790
2008-06-05,1.550,0.765
2008-06-06,1.395,0.779
2008-06-07,1.124,0.779
2008-06-08,0.990,0.790
2008-06-09,0.921,0.782
2008-06-10,1.017,0.767
2008-06-11,1.051,0.767
2008-06-12,0.955,0.767
2008-06-13,0.842,0.804
2008-06-14,0.770,0.898
2008-06-15,0.726,0.943
2008-06-16,0.688,0.957
2008-06-17,0.651,0.949
2008-06-18,0.655,0.912
2008-06-19,0.691,0.883
2008-06-20,0.696,0.872
2008-06-21,0.664,0.881
2008-06-22,0.652,0.923
2008-06-23,0.637,0.929
2008-06-24,0.602,0.900
2008-06-25,0.598,0.886
2008-06-26,0.587,0.906
2008-06-27,0.565,0.920
2008-06-28,0.562,0.985
2008-06-29,0.554,1.022
2008-06-30,0.552,1.036
2008-07-01,0.542,1.019
2008-07-02,0.529,1.005
2008-07-03,0.504,1.028
2008-07-04,0.478,0.977
2008-07-05,0.446,0.971
2008-07-06,0.421,1.005
2008-07-07,0.411,1.096
2008-07-08,0.385,1.051
2008-07-09,0.376,1.076
2008-07-10,0.330,1.008
2008-07-11,0.337,1.059
2008-07-12,0.347,1.246
2008-07-13,0.365,1.127
2008-07-14,0.382,1.269
2008-07-15,0.410,0.898
2008-07-16,0.373,0.782
2008-07-17,0.382,0.782
2008-07-18,0.394,0.793
2008-07-19,0.399,2.209
2008-07-20,0.387,2.152
2008-07-21,0.397,1.048
2008-07-22,0.380,0.651
2008-07-23,0.356,0.878
2008-07-24,0.342,0.963
2008-07-25,0.343,0.878
2008-07-26,0.333,2.945
2008-07-27,0.324,3.285
2008-07-28,0.334,2.209
2008-07-29,0.322,1.325
2008-07-30,0.321,0.906
2008-07-31,0.308,0.807
2008-08-01,0.296,0.742
2008-08-02,0.259,1.345
2008-08-03,0.256,1.116
2008-08-04,0.280,0.869
2008-08-05,0.289,0.844
2008-08-06,0.280,0.694
2008-08-07,0.258,0.640
2008-08-08,0.256,0.719
2008-08-09,0.246,0.946
2008-08-10,0.232,1.068
2008-08-11,0.238,1.039
2008-08-12,0.235,1.082
2008-08-13,0.221,1.059
2008-08-14,0.209,1.152
2008-08-15,0.208,1.186
2008-08-16,0.211,1.396
2008-08-17,0.205,1.889
2008-08-18,0.217,1.872
2008-08-19,0.228,1.713
2008-08-20,0.226,1.342
2008-08-21,0.222,1.039
